"hhid","zone","state","lga","sector","ea","ric","wt_wave3","wt_w1_w2_w3","saq7","qno","qno1","ag1","ag2","ag3","saq11","saq12","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22a_os","saq22b","tracked_obs","phonly_hh"
190070,3,19,1936,2,1994,1309,6358.9353485152,6430.38406029627,19,1,2,1,1,1,10,1,"06032016",6,3,2016,10,30,14,27,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
190071,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,1,1,2,1,2,1,3,1,"01032016",1,3,2016,11,0,16,18,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
190072,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,3,1,2,1,2,1,5,1,"02032016",2,3,2016,10,35,16,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190073,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,6,1,2,1,2,1,3,1,"29022016",29,2,2016,11,0,13,3,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190074,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,8,1,2,1,1,1,10,1,"29022016",29,2,2016,11,0,14,20,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190075,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,10,1,2,1,1,1,10,1,"29022016",29,2,2016,10,0,14,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190076,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,13,1,2,1,1,1,10,1,"01032016",1,3,2016,11,21,13,16,10,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
190077,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,15,1,3,1,2,1,5,1,"01032016",1,3,2016,10,27,17,5,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190078,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,17,1,2,1,2,1,9,1,"29022016",29,2,2016,11,22,13,43,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190079,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,20,1,2,1,2,1,9,1,"29022016",29,2,2016,13,55,15,34,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190080,3,19,1902,2,52,1401,10598.2255808587,10717.3067671604,22,1,2,1,2,1,9,1,"01032016",1,3,2016,10,21,12,44,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190081,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,2,1,2,1,2,1,5,1,"27022016",27,2,2016,11,3,15,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190082,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,5,1,2,1,2,1,3,1,"28022016",28,2,2016,10,52,15,31,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190083,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,8,1,2,1,1,1,10,1,"26022016",26,2,2016,9,30,14,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190084,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,11,1,2,1,2,1,3,1,"27022016",27,2,2016,10,14,15,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190085,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,13,1,2,1,2,1,3,1,"26022016",26,2,2016,10,42,14,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190086,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,16,1,1,1,2,1,9,1,"27022016",27,2,2016,10,32,13,7,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190087,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,22,1,2,1,2,1,9,1,"26022016",26,2,2016,10,5,12,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190088,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,25,1,2,1,2,1,5,1,"28022016",28,2,2016,10,39,16,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190089,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,28,1,2,1,1,1,10,1,"27022016",27,2,2016,9,40,14,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190090,3,19,1914,2,934,1004,10212.8355597365,10327.5865210819,31,1,2,1,2,1,5,1,"26022016",26,2,2016,10,45,15,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190091,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,2,1,2,1,2,1,9,1,"08032016",8,3,2016,11,20,13,43,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190093,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,3,1,3,1,2,1,3,1,"07032016",7,3,2016,11,0,16,2,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190094,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,5,1,3,1,2,1,3,1,"08032016",8,3,2016,10,46,15,41,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190095,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,6,1,4,1,2,1,5,1,"12032016",12,3,2016,9,52,17,5,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190096,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,7,1,2,1,1,1,10,1,"08032016",8,3,2016,11,5,16,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190097,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,8,1,2,1,1,1,10,1,"07032016",7,3,2016,10,0,15,20,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190098,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,9,2,3,1,2,1,3,1,"09032016",9,3,2016,10,32,15,42,12,,"10032016",10,3,2016,11,2,13,48,1,,,,,,,,,,,,2,1,,1,0,0
190099,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,11,1,2,1,2,1,5,1,"08032016",8,3,2016,10,42,16,33,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190100,3,19,1941,2,518,1310,6209.06145141215,6278.82618682127,12,1,2,1,2,1,5,1,"07032016",7,3,2016,11,3,16,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190101,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,2,1,2,1,2,1,4,2,"24022016",24,2,2016,10,0,14,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190102,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,6,1,2,1,2,1,7,2,"25022016",25,2,2016,11,50,15,37,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190103,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,9,1,2,1,2,1,11,2,"24022016",24,2,2016,13,20,16,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190104,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,13,1,2,1,2,1,9,2,"24022016",24,2,2016,12,40,16,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190105,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,16,1,2,1,2,1,5,2,"26022016",26,2,2016,9,9,14,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190106,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,19,1,2,1,2,1,5,2,"25022016",25,2,2016,9,12,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190107,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,23,1,2,1,2,1,11,2,"25022016",25,2,2016,10,13,12,51,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190108,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,26,1,2,1,2,1,7,2,"24022016",24,2,2016,10,7,12,40,10,,"25022016",25,2,2016,9,32,11,12,16,,,,,,,,,,,,2,1,,1,0,0
190109,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,30,1,2,1,2,1,4,2,"24022016",24,2,2016,14,0,18,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190110,3,19,1925,1,2858,1106,7707.80042244266,7794.40492157123,33,1,2,1,2,1,4,2,"25022016",25,2,2016,10,0,15,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190111,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,1,1,1,2,2,2,4,2,"07032016",7,3,2016,14,7,17,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190112,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,6,1,2,2,2,2,7,2,"09032016",9,3,2016,13,2,16,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190113,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,3,1,2,2,2,2,11,2,"09032016",9,3,2016,13,7,16,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190114,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,14,1,2,2,2,2,5,2,"09032016",9,3,2016,11,4,15,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190115,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,5,1,1,2,2,2,11,2,"08032016",8,3,2016,10,6,13,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190116,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,6,1,2,2,2,2,5,2,"08032016",8,3,2016,10,4,14,40,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190117,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,7,1,1,2,2,2,4,2,"08032016",8,3,2016,10,0,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190118,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,15,1,2,2,2,2,11,2,"09032016",9,3,2016,13,22,17,41,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190119,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,10,1,1,2,2,2,7,2,"08032016",8,3,2016,11,7,14,24,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190120,3,19,1912,1,1510,1203,5780.850316832,5845.80369117843,11,1,1,2,2,2,4,2,"09032016",9,3,2016,10,15,14,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190121,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,3,1,2,1,1,1,5,2,"01032016",1,3,2016,10,4,15,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190122,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,7,1,2,1,2,1,1,2,"02032016",2,3,2016,9,42,12,56,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190123,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,11,1,2,1,2,1,4,2,"29022016",29,2,2016,9,0,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190124,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,20,1,2,1,2,1,7,2,"29022016",29,2,2016,14,21,16,7,9,,"01032016",1,3,2016,8,12,10,10,16,,,,,,,,,,,,2,1,,1,0,0
190125,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,24,1,2,1,2,1,11,2,"01032016",1,3,2016,10,41,13,58,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190126,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,37,1,2,1,2,1,5,2,"02032016",2,3,2016,9,20,14,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190127,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,41,1,2,1,2,1,4,2,"29022016",29,2,2016,10,10,14,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190128,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,45,1,2,1,2,1,7,2,"29022016",29,2,2016,9,12,13,43,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190129,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,53,1,2,1,2,1,11,2,"29022016",29,2,2016,11,21,14,13,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190130,3,19,1905,2,1290,1502,18498.7210138624,18706.571811771,56,1,2,1,2,1,7,2,"01032016",1,3,2016,10,40,14,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190131,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,1,1,2,1,2,1,4,2,"26022016",26,2,2016,9,5,13,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190132,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,3,1,2,1,2,1,5,2,"29022016",29,2,2016,8,47,14,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190133,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,5,1,2,1,2,1,5,2,"27022016",27,2,2016,14,46,18,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190134,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,6,1,2,1,2,1,5,2,"28022016",28,2,2016,9,8,14,7,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190135,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,8,1,2,1,2,1,11,2,"27022016",27,2,2016,10,11,12,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190136,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,24,1,2,1,2,1,11,2,"24022016",24,2,2016,11,4,15,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190137,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,8,1,1,2,2,2,4,2,"28022016",28,2,2016,9,0,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190138,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,14,1,2,1,2,1,11,2,"29022016",29,2,2016,11,7,15,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190139,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,15,1,2,1,2,1,7,2,"27022016",27,2,2016,10,0,11,45,6,,"27022016",27,2,2016,12,30,15,4,16,,,,,,,,,,,,2,1,,1,0,0
190140,3,19,1910,2,808,1303,7322.41040132053,7404.68467549267,10,1,2,1,2,1,7,2,"26022016",26,2,2016,9,15,11,46,8,,"26022016",26,2,2016,13,20,16,2,16,,,,,,,,,,,,2,1,,1,0,0
190141,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,1,1,2,1,2,1,11,2,"16032016",16,3,2016,9,51,13,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190142,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,4,1,2,1,2,1,11,2,"17032016",17,3,2016,11,34,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190143,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,7,1,2,1,2,1,7,2,"18032016",18,3,2016,11,7,14,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190144,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,10,1,2,1,2,1,5,2,"16032016",16,3,2016,14,30,16,17,9,,"17032016",17,3,2016,10,35,12,40,16,,,,,,,,,,,,2,1,,1,0,0
190145,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,19,1,2,1,2,1,5,2,"16032016",16,3,2016,10,11,14,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190146,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,16,1,2,1,2,1,4,2,"16032016",16,3,2016,11,30,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190147,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,19,1,2,1,2,1,7,2,"16032016",16,3,2016,15,4,18,47,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190148,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,22,1,2,1,2,1,4,2,"17032016",17,3,2016,10,0,16,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190149,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,24,1,2,1,2,1,7,2,"17032016",17,3,2016,10,47,14,58,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190150,3,19,1908,2,284,1102,8671.27547524799,8768.70553676763,27,1,2,1,2,1,5,2,"17032016",17,3,2016,13,9,17,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190151,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,2,1,2,1,2,1,5,2,"14032016",14,3,2016,11,15,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190152,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,8,1,2,1,2,1,11,2,"14032016",14,3,2016,11,16,14,2,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
190153,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,14,1,2,1,2,1,4,2,"14032016",14,3,2016,11,30,15,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190154,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,19,1,2,1,2,1,4,2,"14032016",14,3,2016,15,50,16,15,8,,"15032016",15,3,2016,10,11,12,50,16,,,,,,,,,,,,2,1,,1,0,0
190155,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,25,1,1,2,2,2,4,2,"15032016",15,3,2016,13,0,16,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190156,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,31,1,2,1,2,1,5,2,"15032016",15,3,2016,12,1,16,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190157,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,60,1,2,1,2,1,7,2,"13032016",13,3,2016,11,4,14,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190158,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,66,1,2,1,2,1,7,2,"14032016",14,3,2016,10,43,14,7,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190159,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,72,1,3,1,2,1,7,2,"13032016",13,3,2016,10,40,13,56,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190160,3,19,1934,2,386,1108,10405.5305702976,10522.4466441212,77,1,2,1,2,1,11,2,"15032016",15,3,2016,12,2,16,54,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190161,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,2,1,2,1,2,1,7,2,"12032016",12,3,2016,10,30,14,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190162,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,5,1,2,1,2,1,4,2,"10032016",10,3,2016,10,20,15,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190163,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,10,1,2,1,2,1,5,2,"10032016",10,3,2016,16,1,16,50,4,,"11032016",11,3,2016,11,30,15,17,11,,,,,,,,,,,,2,1,,1,0,0
190164,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,19,1,2,1,2,1,7,2,"12032016",12,3,2016,9,8,12,32,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190165,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,22,1,2,1,2,1,11,2,"10032016",10,3,2016,10,12,13,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190166,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,24,1,2,1,2,1,11,2,"12032016",12,3,2016,11,8,14,18,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190167,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,27,1,2,1,2,1,5,2,"12032016",12,3,2016,10,40,14,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190168,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,30,1,2,1,2,1,4,2,"11032016",11,3,2016,11,9,16,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190169,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,33,1,2,1,2,1,11,2,"11032016",11,3,2016,10,45,13,51,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190170,3,19,1919,2,366,1305,11561.700633664,11691.6073823568,36,1,2,1,2,1,5,2,"10032016",10,3,2016,11,19,15,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190171,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,1,1,2,1,2,1,11,2,"22022016",22,2,2016,10,19,13,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190172,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,5,1,2,1,2,1,11,2,"23022016",23,2,2016,9,32,12,43,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190173,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,8,1,2,1,2,1,5,2,"24022016",24,2,2016,9,20,15,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190174,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,12,1,2,1,2,1,5,2,"23022016",23,2,2016,9,12,14,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190175,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,15,1,2,1,2,1,5,2,"22022016",22,2,2016,9,2,14,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190176,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,19,1,2,1,2,1,4,2,"22022016",22,2,2016,9,5,12,6,10,,"23022016",23,2,2016,9,0,15,0,16,,,,,,,,,,,,2,1,,1,0,0
190177,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,22,1,2,1,2,1,4,2,"22022016",22,2,2016,15,10,18,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190178,3,19,1928,2,0,0,9056.66549637013,9158.4257828462,0,1,2,1,2,1,7,2,"22022016",22,2,2016,10,2,13,25,12,,"23022016",23,2,2016,9,10,12,17,16,,,,,,,,,,,,2,1,,1,0,0
190179,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,33,1,2,1,2,1,4,2,"23022016",23,2,2016,9,20,14,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190180,3,19,1928,2,526,1407,9056.66549637013,9158.4257828462,36,1,2,1,2,1,7,2,"22022016",22,2,2016,13,40,17,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190181,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,2,1,2,1,2,1,7,2,"03032016",3,3,2016,10,5,14,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190182,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,5,1,1,2,2,2,4,2,"05032016",5,3,2016,10,0,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190183,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,8,1,2,1,2,1,11,2,"03032016",3,3,2016,10,14,13,26,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190184,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,11,1,2,1,2,1,5,2,"04032016",4,3,2016,11,2,16,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190185,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,14,1,2,1,2,1,11,2,"04032016",4,3,2016,10,3,13,21,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190186,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,17,1,2,1,2,1,4,2,"04032016",4,3,2016,9,45,16,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190187,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,20,1,2,1,2,1,7,2,"04032016",4,3,2016,10,11,14,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190188,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,23,1,2,1,2,1,5,2,"03032016",3,3,2016,11,4,17,18,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190189,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,25,1,2,1,2,1,11,2,"05032016",5,3,2016,10,41,13,56,15,,,,,,,,,,,,,,,,,,,,,,2,1,,,0,0
190190,3,19,1932,2,562,1308,6551.63035907627,6625.24418333555,31,1,2,1,2,1,4,2,"03032016",3,3,2016,9,0,15,0,6,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190191,3,19,1923,2,0,0,7129.71539075946,7209.82455245339,0,1,1,2,2,2,5,2,"07032016",7,3,2016,13,15,16,40,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190192,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,4,1,3,1,2,1,7,2,"05032016",5,3,2016,15,26,18,2,8,,"06032016",6,3,2016,9,10,11,30,16,,,,,,,,,,,,2,1,,1,0,0
190193,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,7,1,2,1,2,1,11,2,"06032016",6,3,2016,10,21,13,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190194,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,10,1,2,1,2,1,7,2,"05032016",5,3,2016,9,15,12,0,11,,"05032016",5,3,2016,13,30,15,6,16,,,,,,,,,,,,2,1,,1,0,0
190195,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,13,1,2,1,2,1,4,2,"06032016",6,3,2016,14,7,16,37,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190196,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,15,1,2,1,2,1,5,2,"05032016",5,3,2016,10,25,15,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190197,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,18,1,2,1,2,1,5,2,"06032016",6,3,2016,12,15,16,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190198,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,21,1,2,1,2,1,7,2,"06032016",6,3,2016,12,7,16,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190199,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,7,1,2,1,2,1,11,2,"06032016",6,3,2016,16,4,19,7,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
190200,3,19,1923,2,284,1506,7129.71539075946,7209.82455245339,27,1,2,1,2,1,4,2,"06032016",6,3,2016,10,0,15,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
200001,3,20,2021,1,3300,1107,3591.03387772108,3631.38257297638,1,1,1,2,2,2,5,1,"23022016",23,2,2016,9,15,10,45,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
