"zone","state","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q3b","s1q4","s1q4a","s1q5","s1q6_day","s1q6_month","s1q6_year","s1q7","s1q8","s1q9","s1q11","s1q12","s1q12a","s1q12a_os","s1q12b","s1q12c","s1q13","s1q15","s1q16","s1q16b","s1q17","s1q18","s1q19","s1q20","s1q21","s1q22","s1q22b","s1q23","s1q24","s1q25","s1q26","s1q27","s1q27b","s1q28","s1q28b","s1q29","s1q30","s1q31a","s1q31b","s1q31c","s1q31d","s1q32","s1q33","s1q34","s1q34b","s1q35","s1q36","s1q36b","s1q37","s1q38","s1q39","s1q39b","s1q40","s1q41"
4,1,106,2,880,10027,1,1,1,,61,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10027,2,2,2,,52,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10027,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,1,"APAPA",2405,"LAGOS",24,,,,,,,,,,,,,
4,1,106,2,880,10027,4,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"SOUTHERN IJAW",607,"BAYELSA",6,,,,,,,,,,,,,
4,1,106,2,880,10027,5,1,3,,13,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10028,1,2,1,,93,1,2,,,,6,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10029,1,1,1,,45,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10029,2,2,2,,33,1,2,,,,1,2,,1,1,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10029,3,1,3,,9,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10029,4,2,3,,7,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10030,1,1,1,,47,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10030,2,2,2,,42,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10030,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"ABA SOUTH",102,"ABIA",1,,,,,,,,,,,,,
4,1,106,2,880,10030,4,1,3,,20,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10030,5,2,3,,18,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10030,6,2,3,,17,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10030,7,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,"ABA SOUTH",102,"ABIA",1,,,,,,,,,,,,,
4,1,106,2,880,10030,8,1,3,,13,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10030,9,2,3,,3,1,1,19,4,2013,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10031,1,1,1,,46,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10031,2,2,2,,42,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10031,3,1,3,,12,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10031,4,1,3,,10,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10031,5,2,3,,7,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10032,1,1,1,,50,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10032,2,2,2,,35,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10032,3,2,9,,13,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10032,4,1,12,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"GWAGWALADA",3703,"ABUJA",37,,,,,,,,,,,,,
4,1,111,1,1146,10032,5,1,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"IKOTEPENE",313,"AKWA IBOM",3,,,,,,,,,,,,,
4,1,111,1,1146,10032,6,2,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"ORLU",1621,"IMO",16,,,,,,,,,,,,,
4,1,111,1,1146,10033,1,1,1,,55,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10033,2,2,2,,52,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10033,3,2,10,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,2,2,1,,54,1,2,,,,6,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2,,,,,16,24,5,,2,,,,,1,,2,
4,1,111,1,1146,10034,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,,,6,24,7,,2,,,,,1,,2,
4,1,111,1,1146,10034,5,2,3,,27,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,6,2,3,,25,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,7,1,3,,24,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,8,2,3,,23,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,9,1,3,,21,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,10,2,3,,19,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,11,2,3,,17,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,12,1,3,,15,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10035,1,1,1,,63,1,2,,,,1,2,,1,2,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10035,2,2,2,,56,1,2,,,,1,2,,1,1,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10035,3,1,3,,30,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10035,4,2,3,,28,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10035,5,1,3,,25,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10035,6,1,3,,24,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10036,1,1,1,,62,1,2,,,,1,2,,1,2,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10036,2,2,2,,54,1,2,,,,1,2,,1,1,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10036,3,2,3,,30,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10036,4,2,3,,21,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10036,5,2,3,,22,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10036,6,2,3,,32,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10036,7,1,3,,24,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10037,1,2,1,,67,1,2,,,,6,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10037,2,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"ABA NORTH",101,"ABIA",1,,,,,,,,,,,,,
4,1,111,1,1146,10037,3,1,3,,29,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10037,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"BRASS",601,"BAYELSA",6,,,,,,,,,,,,,
4,1,111,1,1146,10037,5,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,1,1,1,,56,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,2,2,2,,40,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,3,2,3,,14,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,4,1,3,,13,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,5,1,3,,11,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,6,1,3,,10,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,7,1,3,,7,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,8,1,3,,4,1,1,27,3,2011,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,9,2,3,,0,1,1,10,9,2015,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,410,2,0,10039,1,1,1,,87,1,2,,,,1,2,,1,2,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,410,2,0,10039,2,2,2,,68,1,2,,,,1,2,,1,1,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,410,2,0,10039,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"ABA NORTH",101,"ABIA",1,,,,,,,,,,,,,
4,4,410,2,0,10039,4,1,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"EKWUSIGO",409,"ANAMBRA",4,,,,,,,,,,,,,
4,4,410,2,0,10039,5,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,1,"EKWUSIGO",409,"ANAMBRA",4,,,,,,,,,,,,,
4,4,410,2,0,10039,6,1,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"ABA NORTH",101,"ABIA",1,,,,,,,,,,,,,
4,4,410,2,0,10039,7,1,6,,13,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10040,1,1,1,,36,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10040,2,1,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OSISIOMA",111,"ABIA",1,,,,,,,,,,,,,
4,1,102,1,536,10041,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10041,2,2,1,,75,1,2,,,,6,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10041,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,"UMUAHIA N",115,"ABIA",1,,,,,,,,,,,,,
4,1,102,1,536,10041,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,1,"ABA SOUTH",102,"ABIA",1,,,,,,,,,,,,,
4,1,102,1,536,10041,5,1,3,,28,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10041,6,2,3,,26,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10041,7,1,3,,20,1,2,,,,7,,,,,3,,1,1,2,5,5,,1,2,,2,16,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10041,8,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,1,"ONITSHA",417,"ANAMBRA",4,,,,,,,,,,,,,
6,24,2418,1,0,10042,1,1,1,,35,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,24,2418,1,0,10042,2,2,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,1,"AMUWO ODOFIN",2404,"LAGOS",24,,,,,,,,,,,,,
6,24,2418,1,0,10042,3,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,6,2,,,,,16,2,1,,1,"TRADING",3416,8,2,1,,2,
6,24,2418,1,0,10042,4,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,7,1,"IJEBU ODE",2711,"LOGUN",27,,,,,,,,,,,,,
4,1,102,1,536,10043,1,1,1,,61,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10043,2,2,2,,50,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10043,3,2,3,,27,1,2,,,,1,2,,2,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10043,4,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,2,,,,,16,11,2,,3,,,,,1,,2,
4,1,102,1,536,10043,5,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,"OSHODI",2418,"LAGOS",24,,,,,,,,,,,,,
4,1,102,1,536,10043,6,1,3,,21,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10044,1,1,1,,53,1,2,,,,1,2,,1,2,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10044,2,2,2,,40,1,2,,,,1,2,,1,1,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10044,3,2,3,,10,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10044,4,2,3,,8,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10044,5,2,3,,7,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10044,6,1,3,,5,1,1,11,1,2011,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10044,7,2,3,,3,1,1,24,1,2013,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10045,1,1,1,,61,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10045,2,2,2,,56,1,2,,,,1,2,,1,1,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10045,3,2,3,,28,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10045,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"OJO",2417,"LAGOS",24,,,,,,,,,,,,,
4,1,102,1,536,10045,5,2,12,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OGOJA",916,"CALABAR",9,,,,,,,,,,,,,
4,1,102,1,536,10045,6,2,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OGOJA",916,"CALABAR",9,,,,,,,,,,,,,
4,1,102,1,536,10046,1,1,1,,47,1,2,,,,1,2,,1,2,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10046,2,2,2,,45,1,2,,,,1,2,,1,1,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10046,3,1,10,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10046,4,2,10,,70,1,2,,,,6,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10046,5,1,9,,18,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10046,6,1,7,,8,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10047,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10047,2,2,1,,56,1,2,,,,6,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10047,3,1,3,,35,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10047,4,2,3,,29,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10047,5,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,"ABA SOUTH",102,"ABIA",1,,,,,,,,,,,,,
4,1,102,1,536,10047,6,1,3,,27,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10047,7,2,3,,25,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10047,8,2,3,,24,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10047,9,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,1,"ABA SOUTH",102,"ABIA",1,,,,,,,,,,,,,
4,1,102,1,536,10048,1,1,1,,56,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10048,2,2,2,,53,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10048,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,"ABA NORTH",101,"ABIA",1,,,,,,,,,,,,,
4,1,102,1,536,10048,4,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,"ABA NORTH",101,"ABIA",1,,,,,,,,,,,,,
4,1,102,1,536,10048,5,1,3,,25,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10048,6,1,3,,22,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10048,7,2,3,,18,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10048,8,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,1,"ABA SOUTH",102,"ABIA",1,,,,,,,,,,,,,
4,1,102,1,536,10049,1,1,1,,51,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10050,1,2,1,,49,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10051,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,"PORTHARCOURT",3222,"RIVERS",32,,,,,,,,,,,,,
4,1,102,1,1690,10051,2,1,1,,35,1,2,,,,1,2,,1,3,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10051,3,2,2,,32,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10051,4,1,3,,3,1,1,25,7,2012,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10051,5,1,3,,1,1,1,12,9,2014,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10052,1,1,1,,51,1,2,,,,1,2,,1,2,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10052,2,2,2,,35,1,2,,,,1,2,,1,1,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10052,3,1,3,,14,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10052,4,1,3,,10,1,2,,,,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10052,5,2,3,,6,1,1,7,9,2009,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10052,6,2,3,,2,1,1,10,3,2013,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10053,1,1,1,,83,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10053,2,2,2,,56,1,2,,,,1,2,,1,1,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10053,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,"IDEATOP NORTH",1605,"IMO",16,,,,,,,,,,,,,
4,1,102,1,1690,10054,1,1,1,,61,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10054,2,2,2,,55,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10054,3,2,3,,27,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10054,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,"IDEMILI NORTH",410,"ANAMBIA",4,,,,,,,,,,,,,
4,1,102,1,1690,10054,5,2,3,,20,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10055,1,1,1,,61,1,2,,,,1,2,,1,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10055,2,2,2,,51,1,2,,,,1,2,,1,1,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10055,3,1,3,,24,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10055,4,2,3,,25,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10055,5,2,3,,23,1,2,,,,7,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
