"zone","state","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q3b","s1q4","s1q4a","s1q5","s1q6_day","s1q6_month","s1q6_year","s1q7","s1q8","s1q9","s1q11","s1q12","s1q12a","s1q12a_os","s1q12b","s1q12c","s1q13","s1q15","s1q16","s1q16b","s1q17","s1q18","s1q19","s1q20","s1q21","s1q22","s1q22b","s1q23","s1q24","s1q25","s1q26","s1q27","s1q27b","s1q28","s1q28b","s1q29","s1q30","s1q31a","s1q31b","s1q31c","s1q31d","s1q32","s1q33","s1q34","s1q34b","s1q35","s1q36","s1q36b","s1q37","s1q38","s1q39","s1q39b","s1q40","s1q41"
3,18,1803,2,0,180040,4,1,3,,18,1,2,,,,7,,,,,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,5,1,3,,14,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,6,1,3,,12,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,7,2,3,,9,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,8,2,3,,7,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,9,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,10,1,3,,5,1,1,99,6,2010,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,11,2,3,,5,1,1,99,6,2010,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,12,2,2,,34,1,2,,,,1,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,13,2,3,,10,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,14,1,3,,9,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,15,2,3,,8,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,16,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"MISTAKENLY ADDED IN PREVIOUS VISITS",,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,17,2,3,,6,1,1,99,2,2010,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,18,2,3,,7,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,19,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"MISTAKENLY ADDED IN PREVIOUS VISITS",,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,20,1,3,,2,1,1,99,10,2014,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,21,2,3,,1,1,1,99,1,2015,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,22,2,3,,1,1,1,99,1,2015,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,1,1,1,,50,1,2,,,,1,2,,1,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,2,2,2,,37,1,2,,,,1,2,,1,1,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,3,1,3,,19,1,2,,,,7,,,,,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,4,1,3,,17,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,5,1,3,,16,1,2,,,,7,,,,,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,6,1,3,,14,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,7,2,3,,11,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,1,1,1,,37,1,2,,,,1,2,,1,2,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,2,2,2,,29,1,2,,,,1,2,,1,1,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,3,1,3,,8,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,4,2,3,,5,1,1,12,3,2011,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,5,1,3,,4,1,1,5,4,2012,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,6,2,3,,1,1,1,18,2,2015,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,1,1,1,,51,1,2,,,,1,2,,1,2,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,2,2,2,,46,1,2,,,,1,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,4,1,3,,20,1,2,,,,7,,,,,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,5,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4,1,"KUDAN",1816,"KADUNA",18,,,,,,,,,,,,,
3,18,1816,1,378,180043,6,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4,1,"KUDAN",1816,"KADUNA",18,,,,,,,,,,,,,
3,18,1816,1,378,180043,7,2,3,,12,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,8,2,3,,10,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,9,2,3,,6,1,1,99,99,2010,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,10,2,6,,2,1,1,99,6,2014,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,11,2,3,,3,1,1,99,1,2013,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,1,1,1,,40,1,2,,,,1,2,,1,5,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,3,1,3,,7,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,4,2,3,,5,1,1,99,4,2010,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,5,2,2,,20,1,2,,,,1,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,6,1,3,,2,1,1,99,6,2013,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180045,1,1,1,,60,1,2,,,,1,2,,1,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180045,2,2,2,,39,1,2,,,,1,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180045,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4,1,"KUDAN",1816,"KADUNA",18,,,,,,,,,,,,,
3,18,1816,1,378,180045,4,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,1,"POTISKUM",3514,"YOBE",35,,,,,,,,,,,,,
3,18,1816,1,378,180045,5,2,3,,13,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180045,6,2,3,,9,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180045,7,2,3,,9,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180045,8,1,3,,7,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180045,9,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,1,"ZUBA",3706,"ABUJA",37,,,,,,,,,,,,,
3,18,1816,1,378,180046,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180046,2,2,10,,29,1,2,,,,6,,,,,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180046,3,2,7,,7,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180046,4,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,"GIWA",1803,"KADUNA",18,,,,,,,,,,,,,
3,18,1816,1,378,180046,5,1,1,,21,1,2,,,,7,,,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180046,6,1,7,,16,1,2,,,,7,,,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180046,7,1,7,,14,1,2,,,,7,,,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180046,8,2,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"GIWA",1803,"KADUNA",18,,,,,,,,,,,,,
3,18,1816,1,378,180047,1,1,1,,49,1,2,,,,2,1,2,1,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,2,2,2,,38,1,2,,,,2,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,3,2,3,,15,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,4,2,3,,14,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,5,2,3,,7,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,6,2,2,,29,1,2,,,,2,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,7,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,"MAKARFI",1818,"KADUNA",18,,,,,,,,,,,,,
3,18,1816,1,378,180047,8,2,3,,7,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,9,1,3,,5,1,1,18,11,2011,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,10,1,3,,3,1,1,15,2,2012,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,11,2,3,,2,1,1,10,2,2012,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,12,1,3,,0,1,1,23,2,2014,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,1,1,1,,50,1,2,,,,1,2,,1,2,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,2,2,2,,41,1,2,,,,1,2,,1,1,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,3,1,3,,13,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,5,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,1,"KUDAN",1816,"KADUNA",18,,,,,,,,,,,,,
3,18,1816,1,378,180049,6,1,3,,12,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,7,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,8,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,1,"TUDUN WADA",1941,"KANO",19,,,,,,,,,,,,,
3,18,1816,1,378,180049,9,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,10,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1,"KUDAN",1816,"KADUNA",18,,,,,,,,,,,,,
3,18,1816,1,378,180049,11,1,3,,5,1,1,6,5,2011,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,12,2,3,,1,1,1,14,2,2015,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180050,1,1,1,,31,1,2,,,,2,1,2,1,2,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180050,2,2,2,,27,1,2,,,,1,2,,1,1,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180050,3,1,3,,9,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180050,4,2,3,,5,1,1,2,6,2010,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180050,5,2,3,,3,1,1,2,4,2012,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180050,6,2,3,,2,1,1,8,6,2014,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180050,7,2,2,,19,1,2,,,,1,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180050,8,2,3,,0,1,1,1,2,2016,7,,,,,2,,2,,2,7,1,,2,1,1,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,2,2,10,,70,1,2,,,,6,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,3,1,1,,40,1,2,,,,2,1,2,1,4,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,4,2,2,,30,1,2,,,,2,2,,1,3,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,5,2,2,,25,1,2,,,,2,2,,1,3,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,6,2,3,,10,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,7,1,3,,10,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,8,2,3,,8,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,9,1,3,,1,1,1,15,4,2014,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,10,2,3,,3,1,1,22,5,2012,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,1,1,1,,29,1,2,,,,2,1,2,1,2,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,2,2,2,,23,1,2,,,,2,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,3,1,3,,8,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,4,1,3,,6,1,1,25,4,2009,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,5,2,2,,19,1,2,,,,2,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,6,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,7,2,3,,2,1,1,17,8,2013,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,8,2,3,,2,1,1,17,8,2013,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,1,1,1,,35,1,2,,,,2,1,3,1,2,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,2,2,2,,20,1,2,,,,1,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,3,1,3,,15,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,4,1,3,,11,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,5,1,3,,7,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,6,1,3,,8,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,7,2,10,,50,1,2,,,,6,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,8,2,2,,20,1,2,,,,1,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,9,2,2,,18,1,2,,,,1,2,,1,1,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,10,1,3,,1,1,1,23,6,2014,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,11,1,3,,0,1,1,15,8,2015,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,12,1,3,,3,1,1,7,1,2014,7,,,,,2,,2,,2,6,10,,2,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,13,1,3,,4,1,1,10,1,2013,7,,,,,2,,2,,2,7,10,,2,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,1,1,1,,40,1,2,,,,2,1,2,1,2,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,2,2,2,,35,1,2,,,,2,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,3,2,3,,11,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,4,1,3,,8,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,5,2,3,,5,1,1,22,3,2012,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,6,2,2,,30,1,2,,,,2,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,7,1,3,,2,1,1,3,4,2013,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,8,2,3,,0,1,1,5,4,2015,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,2,2,10,,60,1,2,,,,6,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,3,1,1,,25,1,2,,,,1,2,,1,2,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,4,1,8,,23,1,2,,,,7,,,,,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,5,1,7,,22,1,2,,,,7,,,,,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,6,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,7,2,2,,20,1,2,,,,1,2,,1,1,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,8,1,3,,2,1,1,99,1,2013,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,9,2,3,,0,1,1,99,12,2015,7,,,,,1,,2,,2,5,1,,2,1,1,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,1,1,1,,36,1,2,,,,2,1,2,1,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,2,2,2,,25,1,2,,,,2,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,3,1,3,,16,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,4,2,3,,12,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,5,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,6,1,3,,5,1,1,4,3,2009,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,7,2,2,,24,1,2,,,,2,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,8,2,3,,4,1,1,8,1,2012,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,9,1,3,,2,1,1,14,7,2013,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,1,1,1,,53,1,2,,,,1,2,,1,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,2,2,2,,40,1,2,,,,1,2,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,4,1,3,,25,1,2,,,,7,,,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,5,2,3,,15,1,2,,,,7,,,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,6,1,3,,12,1,2,,,,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,7,1,3,,6,1,1,16,4,2006,7,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
