"hhid","zone","state","lga","sector","ea","ric","wt_wave2","wt_combined","hhno","qno","qnoa","saq11","saq12","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15","saq16","saq17d","saq17m","saq17y","saq18ah","saq18am","saq18bh","saq18bm","saq19","saq20","saq21d","saq21m","saq21y","saq22ah","saq22am","saq22bh","saq22bm","saq23","saq24","saq1","saq2","tracked_obs"
320206,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,39,1,1,4,1,4,3,2013,7,40,10,50,3,3,4,3,2013,14,0,16,50,1,1,,,,,,,,,,1,1,0
320207,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,14,1,1,5,1,4,3,2013,12,30,16,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
320208,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,35,1,2,4,1,4,3,2013,16,55,19,50,3,3,5,3,2013,7,0,10,8,1,1,,,,,,,,,,1,1,0
320209,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,1,1,1,3,1,4,3,2013,13,0,17,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
320210,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,26,1,2,4,1,5,3,2013,11,0,14,20,3,3,5,3,2013,17,0,20,0,1,1,,,,,,,,,,1,1,0
330001,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,2,1,1,3,1,25,2,2013,11,11,14,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330002,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,5,1,2,3,1,25,2,2013,14,45,17,0,3,2,26,2,2013,10,5,11,12,1,1,,,,,,,,,1,1,1,0
330003,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,7,1,1,3,1,26,2,2013,11,30,16,12,1,1,,,,,,,,,,,,,,,,,1,1,1,1,0
330004,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,10,1,1,2,1,26,2,2013,10,12,18,6,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330005,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,13,1,1,2,1,25,2,2013,11,13,17,53,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330006,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,15,1,2,2,1,27,2,2013,8,6,12,42,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330007,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,34,1,2,3,1,28,2,2013,10,12,14,17,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330008,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,37,1,2,2,1,27,2,2013,12,54,17,2,2,2,2,3,2013,9,10,12,13,1,1,,,,,,,,,,1,1,0
330009,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,23,1,2,2,1,27,2,2013,16,20,18,5,3,3,28,2,2013,10,8,14,16,1,1,,,,,,,,,,1,1,0
330010,3,33,3321,1,1182,1510,13182.5824885819,13182.5824885819,39,1,2,3,1,27,2,2013,14,10,17,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330011,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,19,1,2,2,1,1,3,2013,8,15,12,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330012,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,21,1,2,3,1,1,3,2013,8,20,11,32,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330013,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,24,1,2,3,1,1,3,2013,14,40,18,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330014,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,6,1,2,3,1,2,3,2013,12,2,16,7,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330015,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,8,1,2,2,1,2,3,2013,12,2,16,5,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330016,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,10,1,2,3,1,2,3,2013,8,10,11,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330017,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,12,1,2,2,1,1,3,2013,12,25,16,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330018,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,14,1,2,3,1,1,3,2013,11,40,14,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330019,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,15,1,2,2,1,1,3,2013,16,40,19,10,3,3,2,3,2013,8,10,11,52,1,1,,,,,,,,,,1,1,0
330020,3,33,3311,1,702,1105,9050.7282757428,9050.7282757428,17,1,2,2,1,2,3,2013,16,10,20,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330021,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,1,1,2,2,1,9,3,2013,12,22,16,32,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330022,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,2,1,2,3,1,9,3,2013,13,25,16,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330023,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,3,1,2,3,1,10,3,2013,10,10,13,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330024,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,4,1,2,3,1,9,3,2013,10,14,13,17,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330025,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,5,1,2,2,1,9,3,2013,14,20,17,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330026,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,6,1,2,3,1,9,3,2013,16,35,19,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330027,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,7,1,2,2,1,9,3,2013,10,10,12,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330028,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,8,1,2,2,1,10,3,2013,10,12,13,48,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330029,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,10,1,2,2,1,9,3,2013,16,40,18,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330030,3,33,3310,2,476,1505,4918.8740629037,4918.8740629037,12,1,2,3,1,10,3,2013,13,25,16,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330031,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,12,1,2,3,1,7,3,2013,15,35,18,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330032,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,4,1,2,2,1,6,3,2013,12,46,15,10,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330033,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,7,1,2,2,1,7,3,2013,9,20,13,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330034,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,9,1,2,3,1,7,3,2013,12,20,15,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330035,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,11,1,2,3,1,7,3,2013,8,7,12,14,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330036,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,14,1,2,3,1,6,3,2013,10,12,13,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330037,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,16,1,2,2,1,7,3,2013,13,25,17,21,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330038,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,18,1,2,2,1,6,3,2013,15,15,18,22,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330039,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,21,1,2,3,1,6,3,2013,13,50,17,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330040,3,33,3323,2,92,1110,10821.5229383881,10821.5229383881,25,1,2,2,1,6,3,2013,8,20,12,32,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330041,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,1,1,2,3,1,4,3,2013,12,42,16,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330042,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,2,1,2,3,1,4,3,2013,9,10,12,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330043,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,4,1,2,3,1,5,3,2013,9,4,12,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330044,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,5,1,2,3,1,4,3,2013,16,25,18,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330045,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,6,1,2,2,1,4,3,2013,16,15,18,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330046,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,8,1,2,2,1,5,3,2013,9,11,12,45,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330047,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,14,1,2,2,1,5,3,2013,13,5,17,22,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330048,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,10,1,2,2,1,4,3,2013,12,28,16,10,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330049,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,12,1,2,2,1,4,3,2013,9,4,12,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330050,3,33,3318,2,30,1308,3344.83436277451,3344.83436277451,13,1,2,3,1,5,3,2013,12,22,16,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330051,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,1,1,2,3,1,13,3,2013,9,8,12,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330052,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,3,1,2,2,1,13,3,2013,12,5,13,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330053,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,4,1,2,2,1,12,3,2013,12,28,15,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330054,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,6,1,1,3,1,12,3,2013,10,10,12,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330055,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,7,1,2,2,1,12,3,2013,15,10,18,28,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330056,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,9,1,2,3,1,13,3,2013,12,25,16,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330057,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,10,1,2,2,1,13,3,2013,9,30,13,12,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330058,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,16,1,2,3,1,12,3,2013,15,10,18,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330059,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,13,1,2,2,1,12,3,2013,9,10,12,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330060,3,33,3313,2,930,1306,4918.8740629037,4918.8740629037,15,1,2,3,1,12,3,2013,12,20,15,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330061,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,1,1,2,2,1,15,3,2013,14,52,18,22,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330062,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,4,1,2,2,1,15,3,2013,8,10,11,28,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330063,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,8,1,2,2,1,15,3,2013,11,38,14,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330064,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,11,1,2,3,1,16,3,2013,12,48,16,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330065,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,14,1,2,2,1,16,3,2013,13,15,16,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330066,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,18,1,2,3,1,15,3,2013,12,10,15,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330067,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,21,1,2,3,1,15,3,2013,9,10,12,4,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330068,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,24,1,2,2,1,16,3,2013,9,10,13,8,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330069,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,38,1,2,3,1,15,3,2013,15,10,18,12,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330070,3,33,3304,2,418,1302,5902.64887548444,5902.64887548444,31,1,2,3,1,16,3,2013,9,20,12,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330071,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,1,1,2,3,1,18,3,2013,9,15,12,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330072,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,3,1,2,2,1,19,3,2013,9,31,12,42,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330073,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,6,1,2,2,1,18,3,2013,9,12,12,5,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330074,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,24,1,2,2,1,18,3,2013,12,15,15,22,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330075,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,10,1,2,2,1,18,3,2013,15,28,18,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330076,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,12,1,2,3,1,18,3,2013,12,15,15,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330077,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,15,1,2,2,1,19,3,2013,12,50,17,4,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330078,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,26,1,2,3,1,18,3,2013,15,25,18,10,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330079,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,19,1,2,3,1,19,3,2013,9,30,12,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
330080,3,33,3307,2,688,1003,10428.0130133558,10428.0130133558,21,1,2,3,1,19,3,2013,12,50,16,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340001,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,1,1,2,2,1,25,2,2013,16,28,19,4,3,3,26,2,2013,15,12,19,4,1,2,,,,,,,,,,1,1,0
340002,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,2,1,2,2,1,26,2,2013,9,0,14,17,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340003,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,8,1,2,2,1,25,2,2013,8,30,14,49,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340004,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,11,1,2,4,1,25,2,2013,9,6,14,12,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340005,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,35,1,2,3,1,25,2,2013,8,16,15,12,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340006,2,34,3401,2,526,1201,,,18,1,1,2,1,26,2,2013,14,47,15,39,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340007,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,42,1,2,4,1,25,2,2013,15,14,18,43,3,3,26,2,2013,8,7,12,52,1,1,,,,,,,,,,1,1,0
340008,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,25,1,2,4,1,26,2,2013,14,8,20,19,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340009,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,45,1,2,3,1,26,2,2013,16,0,20,58,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340010,2,34,3401,2,526,1201,5176.97013093686,5176.97013093686,38,1,2,3,1,26,2,2013,8,8,14,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340011,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,2,1,2,2,1,3,3,2013,8,10,12,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340012,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,4,1,2,3,1,3,3,2013,15,28,20,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340013,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,7,1,2,4,1,3,3,2013,8,23,15,44,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340014,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,9,1,2,2,1,3,3,2013,8,27,12,1,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340015,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,26,1,2,3,1,4,3,2013,8,59,13,44,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340016,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,14,1,2,4,1,4,3,2013,12,16,16,29,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340017,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,16,1,2,4,1,3,3,2013,17,4,20,1,3,3,4,3,2013,8,0,10,59,1,1,,,,,,,,,,1,1,0
340018,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,19,1,2,3,1,3,3,2013,8,2,13,24,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340019,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,21,1,2,2,1,3,3,2013,14,30,18,1,3,3,4,3,2013,8,0,9,59,1,1,,,,,,,,,,1,1,0
340020,2,34,3415,2,268,1109,2842.94630919244,2842.94630919244,28,1,2,2,1,4,3,2013,11,5,14,9,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340021,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,40,1,2,3,1,15,3,2013,11,30,15,41,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340022,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,7,1,2,3,1,14,3,2013,13,59,16,40,3,3,15,3,2013,8,3,10,28,1,1,,,,,,,,,,1,1,0
340023,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,43,1,2,3,1,14,3,2013,8,0,12,14,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340024,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,14,1,2,4,1,14,3,2013,14,29,18,54,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340025,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,18,1,2,4,1,15,3,2013,13,30,18,23,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340026,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,21,1,2,4,1,14,3,2013,8,5,13,43,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340027,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,25,1,2,4,1,15,3,2013,7,48,12,3,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340028,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,49,1,2,2,1,14,3,2013,8,3,13,57,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340029,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,32,1,2,2,1,15,3,2013,8,6,14,29,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340030,2,34,3405,2,1706,1004,2685.00484757064,2685.00484757064,51,1,2,2,1,14,3,2013,15,0,20,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340031,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,1,1,2,4,1,17,3,2013,8,10,13,1,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340032,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,4,1,2,4,1,17,3,2013,15,8,19,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340033,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,7,1,2,3,1,17,3,2013,8,30,12,47,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340034,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,10,1,2,2,1,17,3,2013,8,3,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340035,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,13,1,2,2,1,16,3,2013,9,40,15,33,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340036,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,16,1,2,3,1,16,3,2013,13,5,19,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340037,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,30,1,2,2,1,17,3,2013,13,29,16,57,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340038,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,22,1,2,3,1,17,3,2013,14,4,18,57,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340039,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,24,1,3,4,1,16,3,2013,8,0,15,48,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340040,2,34,3405,2,456,1503,3158.82923243605,3158.82923243605,27,1,2,3,1,16,3,2013,8,13,11,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340041,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,1,1,2,2,1,2,3,2013,11,5,14,22,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340042,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,7,1,2,3,1,1,3,2013,8,30,11,52,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340043,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,12,1,2,3,1,1,3,2013,13,41,16,59,3,3,2,3,2013,8,0,9,43,1,1,,,,,,,,,,1,1,0
340044,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,18,1,2,2,1,1,3,2013,8,14,12,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340045,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,24,1,2,4,1,1,3,2013,14,0,18,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340046,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,30,1,2,4,1,2,3,2013,15,12,19,7,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340047,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,35,1,2,3,1,2,3,2013,12,9,16,18,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340048,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,41,1,2,4,1,1,3,2013,8,45,13,1,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340049,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,47,1,2,3,1,1,3,2013,13,7,16,14,3,3,2,3,2013,8,29,10,32,1,1,,,,,,,,,,1,1,0
340050,2,34,3410,2,42,1506,4580.30238703227,4580.30238703227,70,1,2,4,1,2,3,2013,7,59,13,48,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340051,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,1,1,2,3,1,7,3,2013,8,5,12,47,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340052,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,5,1,2,4,1,7,3,2013,12,2,17,25,3,3,8,3,2013,8,33,10,58,1,1,,,,,,,,,,1,1,0
340053,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,8,1,2,3,1,8,3,2013,14,25,19,28,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340054,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,12,1,2,4,1,7,3,2013,8,10,11,49,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340055,2,34,3412,2,0,0,3711.62434811236,3711.62434811236,0,1,2,3,1,9,7,2013,9,35,14,59,17,1,,,,,,,,,,,,,,,,,,,1,,3
340056,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,19,1,2,2,1,7,3,2013,8,2,11,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340057,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,48,1,2,3,1,8,3,2013,8,4,13,3,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340058,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,26,1,2,2,1,8,3,2013,12,0,15,3,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340059,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,30,1,2,3,1,7,3,2013,13,9,17,58,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340060,2,34,3412,2,156,1107,3711.62434811236,3711.62434811236,33,1,2,2,1,7,3,2013,13,6,15,50,3,3,8,3,2013,8,0,11,10,1,1,,,,,,,,,,1,1,0
340061,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,1,1,2,3,1,6,3,2013,14,1,18,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340062,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,2,1,2,4,1,6,3,2013,14,2,19,38,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340063,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,4,1,2,3,1,6,3,2013,8,25,12,9,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340064,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,5,1,2,2,1,6,3,2013,13,27,17,56,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340065,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,7,1,2,4,1,5,3,2013,13,53,17,39,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340066,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,18,1,2,4,1,6,3,2013,8,0,12,43,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340067,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,9,1,2,2,1,6,3,2013,8,0,11,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340068,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,11,1,2,3,1,5,3,2013,14,5,18,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340069,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,12,1,2,2,1,5,3,2013,14,25,18,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340070,2,34,3413,2,262,1508,3948.53654054506,3948.53654054506,19,1,2,4,1,5,3,2013,18,0,22,9,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340071,2,34,3403,2,198,1202,5448.98042595218,5448.98042595218,8,1,2,3,1,11,3,2013,8,1,13,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340072,2,34,3403,2,198,1202,5448.98042595218,5448.98042595218,5,1,2,2,1,12,3,2013,15,12,20,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
340073,2,34,3403,2,198,1202,5448.98042595218,5448.98042595218,8,1,2,4,1,11,3,2013,15,25,18,55,3,3,12,3,2013,8,5,10,35,1,1,,,,,,,,,,1,1,0
